素材id,视频名称,视频链接,投放情况,审核建议,素材评估,关联在投单元数,标签,消耗,展示数,点击数,点击率(%),平均点击单价(元),平均千次展现费用(元),转化数,转化成本,转化率(%),深度转化次数,深度转化成本,深度转化率(%),回访-加为好友(计费时间),回访-高潜成交(计费时间),回访-信息确认(计费时间)
"	7664925165076463667",0720-瑞晨引流-5.mp4,https://video-cn.oceanengine.com/69bb172eb33c193ffe01a7286ca9d960/6a79c393/tos-cn-ve-51/oYeSgX1A9RqFa11CWDRBNykfXU0mo1D9A2AMRg?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=768&bt=768&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZlOzw8NTw1OGRnM2ZlPDU2QGlqd3c8OG86PG88MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMS40LjYzXl4wMWIwYmMyYGEjLm4yM2FhLy5jYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,7,--,0.16,2,0,0,0,80,0,0,0,0,0,0,0,0,0
"	7662604313426214958",0714-瑞晨引导-12.mp4,https://video-cn.oceanengine.com/ef173c15025bdf2e0de142be6f97953e/6a79c38e/tos-cn-ve-51/ooQJLtClokSzlCEaKLc6uAgadW7ClIQAmIBXX?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1707&bt=1707&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZpMzc1Z2hnaDc5aWY2aTZoQGkzcWY5O286ZWo8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojNDUyLjYxXjYyMTAyYzU1NGEjazFrcWFhZmhfYS0tZDAvc3M%3D&btag=80000e00008000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,3,--,2.76,216,20,9.26,0.14,12.78,1,2.76,5,0,0,0,0,0,0
"	7664926038411853874",0720-引流-魏怡-10.mp4,https://video-cn.oceanengine.com/25ea3bbe289f63308438a04b91acbe88/6a79c39c/tos-cn-ve-51/oAqfeGKKRCwvegtUgjbUGiaBoPukqA5OAjAQ1U?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1388&bt=1388&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZkZmdlN2VkODVlMzw2NTRpQGlqaHg5ZW86c288MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojXjU0MzNfMjVgMV4xLWEtNWEjYGxiXmFhXjBjYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,5,--,0.43,29,0,0,0,14.83,0,0,0,0,0,0,0,0,0
"	7664925294730936366",0720-浩正引导-3.mp4,https://video-cn.oceanengine.com/9664790c20b57e3895042723cb48ff35/6a79c390/tos-cn-ve-51/os1BCa1XNDAnZIpwof2QfFBAUg1gYsCbXqRkWS?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=851&bt=851&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY7OmU1NjM4OWc4Mzk3ZDZoQGkzZXE6ZW86dm88MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMjNfNTNeNjZjMTMuXmA2X2EjNmlxLWFhLy9jYS0tZDAvc3M%3D&btag=80000e00008000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,2,--,0.58,41,2,4.88,0.29,14.15,0,0,0,0,0,0,0,0,0
"	7664925213059399690",0718瑞晨21-修改.mp4,https://video-cn.oceanengine.com/72580f65bc62f48dac6cb93d290d2aba/6a79c38e/tos-cn-ve-51/owaDi1aXug1fkwAACkzgR52CqeRPNSZACHX1oB?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1534&bt=1534&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZpOmc4NTlmNTs0NGc4NjZlQGlqZXNlZm86PG88MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMjE2YF81YjZgMTJiMi41XmEjaGVmLWFhLy5jYS0tZDAvc3M%3D&btag=80000e00008000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,首发,10,--,1.83,51,0,0,0,35.88,0,0,0,0,0,0,0,0,0
"	7662705419853398042",0715-引导-小敏-5.mp4,https://video-cn.oceanengine.com/30a721f3d0c44da790b80cb28190328c/6a79c39b/tos-cn-ve-51/oMonlUmNCLjAWXpElIgQaAIzQGCEIDItd0Pyd?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1433&bt=1433&cs=0&ds=4&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY4OGloZDM4ZTQ3NjU3PDRoQGkzaXBrO286NnA8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojNS4zYC8vLjU0MTFeLzBfYGEjLmJoZWFhXmBfYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核通过,首发,2,--,0.11,12,1,8.33,0.11,9.17,0,0,0,0,0,0,0,0,0
"	7664925385851191305",0720-浩正引导-6.mp4,https://video-cn.oceanengine.com/5141c87115345cf9369767cca3926586/6a79c398/tos-cn-ve-51/oQa7aU3YQudBhTLA1fxaIgymi4Atgh6QE0P1IT?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=907&bt=907&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZnNzc0O2dpNjtlNWk0aTRlQGlqdG9saG86dm88MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojXzMvYWNjYl8wMS02M2IwX2EjcGthb2FhLy9jYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,5,--,6.65,569,12,2.11,0.55,11.69,1,6.65,8.33,0,0,0,0,0,0
"	7662705380100997146",0715-引流-魏怡-5.mp4,https://video-cn.oceanengine.com/0c081701ad085a45c414bb54a91aa9da/6a79c392/tos-cn-ve-51/oA1jDlQAQkuIXAEdrQUaW1QzBmA7IRbdZtEqT?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1886&bt=1886&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY1NzVmZjUzZDo3aWU1NGZlQGlqdWZkaG86NHA8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYmNiNmE1MDUxMTUtYF9fMGEjbi1pNWFhL2BfYS0tZDBhc3M%3D&btag=80000e00008000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,2,--,0.2,18,1,5.56,0.2,11.11,0,0,0,0,0,0,0,0,0
"	7662705291852939314",0715-引流-魏怡-9.mp4,https://video-cn.oceanengine.com/c3fcfcbf7fcd8f13907dfe4bcdad4421/6a79c39c/tos-cn-ve-51/oEILElztnXjlGAjI4aBEdzg4J1EBQm4WA7ZdQ?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1521&bt=1521&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY0ZmVlPGY2ZWg1ZWk1ODg4QGlqOXFmNm86NHA8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYS9hMGEzNTUvMS4vYTFgNmEjMmpycGFhL2BfYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,3,--,0.3,9,1,11.11,0.3,33.33,0,0,0,0,0,0,0,0,0
"	7663055225868468274",0714-引导-雅迪-2-改.mp4,https://video-cn.oceanengine.com/dbf4f1eeece7ee081af487cdf112b093/6a79c397/tos-cn-ve-51/oMS0Q4tVQYIAgBqnBEkAFjMkllopIAqWzdai1?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=680&bt=680&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY5aTtoZTNoZTxkPGQ2PDo8QGlqb2Q8ZG86ZmQ8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojM2A2NWNhL14yMV9eMzJgYWEjZWhebmFhZjVgYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,首发,11,--,5.13,189,1,0.53,5.13,27.14,0,0,0,0,0,0,0,0,0
"	7664925453538852910",0720-瑞晨引流-4.mp4,https://video-cn.oceanengine.com/d55ad4eaabc3512835fd678c7ee6f41c/6a79c393/tos-cn-ve-51/okImhh1A602uxS4faAQodLtyXCgABQIY7UBMsL?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=566&bt=566&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY0Nzk1aDQ3Z2Q2Omg6ODs5QGkzaDZvZm86PG88MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYDYyMDY2MzZfMV9fMTM0Y2EjcjVkX2FhLy5jYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,6,--,0.12,5,0,0,0,24,0,0,0,0,0,0,0,0,0
"	7663055226732789769",0716-引流-魏怡-10.mp4,https://video-cn.oceanengine.com/4df238895b34f5d4b2e680604d06e538/6a79c39d/tos-cn-ve-51/o8ihQatqKsjBeregSUUxGmeILL1RNbAsx0CuKA?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1795&bt=1795&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZkODRpZDU1aGg3aDk0aTs1QGlqPHJyZ286aGQ8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYzZfMzZjMTU1MS5hMC5iX2Eja3NhYmFhZjVgYS0tZDBhc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核通过,--,2,--,0.46,7,0,0,0,65.71,0,0,0,0,0,0,0,0,0
"	7663055279933472777",0716-引流-魏怡-9.mp4,https://video-cn.oceanengine.com/8f0dc1b963671eecab1affeb112cc0e5/6a79c396/tos-cn-ve-51/oodM7fdLQINmAIWG1DEp1LtCBwgYhFIpALQKaG?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1357&bt=1357&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZkMzU3PDNoOjM8OTY0NzY2QGkzZXV3OW86aGQ8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojLi0uMjU1MF5fMTMtNGFeYmEjMi1ec2FhZjVgYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,已使用,审核通过,--,2,--,0.14,7,0,0,0,20,0,0,0,0,0,0,0,0,0
"	7663055228426240027",0716-引流-魏怡-1.mp4,https://video-cn.oceanengine.com/6006ded5995975a36561095ecfc0a3be/6a79c39a/tos-cn-ve-51/oAgk3kAHKYtEzIQcFE1OzWMq7QGlpdIaAisA2?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1441&bt=1441&cs=0&ds=3&ft=J9ThAGkHH_Myq8ZumEm_e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY1ZzpoNTszNzY3ODQ8PDRkQGlqdmp2ZG86aGQ8MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMV42LV8wYDY2MTAwXzI2NmEjcWhxMGFhZjVgYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1786192004&feature_id=d6a18d7c5414b1f1e95a75faf9147845&l=20260808202638776CFEE0E109807A132B&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzEyOTY1MDYwMzg4ODE4NSJ9,未使用,审核通过,--,2,--,0.27,7,0,0,0,38.57,0,0,0,0,0,0,0,0,0
